text_id	result
hasoc_hi_163	NONE
hasoc_hi_1947	NONE
hasoc_hi_715	NONE
hasoc_hi_2180	NONE
hasoc_hi_5233	NONE
hasoc_hi_770	NONE
hasoc_hi_6873	NONE
hasoc_hi_3936	NONE
hasoc_hi_7459	NONE
hasoc_hi_5936	NONE
hasoc_hi_7240	NONE
hasoc_hi_674	NONE
hasoc_hi_6073	NONE
hasoc_hi_4033	NONE
hasoc_hi_19	NONE
hasoc_hi_5190	NONE
hasoc_hi_3183	NONE
hasoc_hi_5080	NONE
hasoc_hi_2894	NONE
hasoc_hi_4747	NONE
hasoc_hi_6267	NONE
hasoc_hi_4551	NONE
hasoc_hi_197	NONE
hasoc_hi_3424	NONE
hasoc_hi_6980	NONE
hasoc_hi_4605	NONE
hasoc_hi_6815	NONE
hasoc_hi_5790	NONE
hasoc_hi_5258	NONE
hasoc_hi_6578	NONE
hasoc_hi_3877	NONE
hasoc_hi_7486	NONE
hasoc_hi_3326	NONE
hasoc_hi_4367	NONE
hasoc_hi_6639	NONE
hasoc_hi_2600	NONE
hasoc_hi_6614	NONE
hasoc_hi_5210	NONE
hasoc_hi_3222	NONE
hasoc_hi_3418	NONE
hasoc_hi_4715	NONE
hasoc_hi_374	NONE
hasoc_hi_47	NONE
hasoc_hi_7412	NONE
hasoc_hi_1886	NONE
hasoc_hi_6484	NONE
hasoc_hi_810	NONE
hasoc_hi_7474	NONE
hasoc_hi_3889	NONE
hasoc_hi_1210	NONE
hasoc_hi_314	NONE
hasoc_hi_68	NONE
hasoc_hi_6747	NONE
hasoc_hi_2924	NONE
hasoc_hi_140	NONE
hasoc_hi_2853	NONE
hasoc_hi_6295	NONE
hasoc_hi_7252	NONE
hasoc_hi_3269	NONE
hasoc_hi_3970	NONE
hasoc_hi_3698	NONE
hasoc_hi_5162	NONE
hasoc_hi_4432	NONE
hasoc_hi_2030	NONE
hasoc_hi_2166	NONE
hasoc_hi_963	NONE
hasoc_hi_2613	NONE
hasoc_hi_2720	NONE
hasoc_hi_1053	NONE
hasoc_hi_316	NONE
hasoc_hi_55	NONE
hasoc_hi_5222	NONE
hasoc_hi_733	NONE
hasoc_hi_5480	NONE
hasoc_hi_521	NONE
hasoc_hi_2624	NONE
hasoc_hi_3261	NONE
hasoc_hi_5177	NONE
hasoc_hi_5186	NONE
hasoc_hi_6395	NONE
hasoc_hi_4515	NONE
hasoc_hi_1784	NONE
hasoc_hi_2368	NONE
hasoc_hi_2937	NONE
hasoc_hi_2336	NONE
hasoc_hi_3777	NONE
hasoc_hi_4111	NONE
hasoc_hi_6086	NONE
hasoc_hi_3625	NONE
hasoc_hi_2728	NONE
hasoc_hi_7414	NONE
hasoc_hi_4553	NONE
hasoc_hi_5083	NONE
hasoc_hi_6895	NONE
hasoc_hi_1233	NONE
hasoc_hi_4982	NONE
hasoc_hi_2706	NONE
hasoc_hi_3660	NONE
hasoc_hi_5705	NONE
hasoc_hi_6852	NONE
hasoc_hi_321	NONE
hasoc_hi_6107	NONE
hasoc_hi_2672	NONE
hasoc_hi_884	NONE
hasoc_hi_3930	NONE
hasoc_hi_6934	NONE
hasoc_hi_1953	NONE
hasoc_hi_34	NONE
hasoc_hi_1232	NONE
hasoc_hi_5873	NONE
hasoc_hi_2485	NONE
hasoc_hi_5942	NONE
hasoc_hi_1247	NONE
hasoc_hi_4949	NONE
hasoc_hi_4617	NONE
hasoc_hi_6314	NONE
hasoc_hi_596	NONE
hasoc_hi_3779	NONE
hasoc_hi_7665	NONE
hasoc_hi_6991	NONE
hasoc_hi_4143	NONE
hasoc_hi_5789	NONE
hasoc_hi_4961	NONE
hasoc_hi_4555	NONE
hasoc_hi_1995	NONE
hasoc_hi_3248	NONE
hasoc_hi_6810	NONE
hasoc_hi_5722	NONE
hasoc_hi_3831	NONE
hasoc_hi_7049	NONE
hasoc_hi_1342	NONE
hasoc_hi_7636	NONE
hasoc_hi_5316	NONE
hasoc_hi_7755	NONE
hasoc_hi_5207	NONE
hasoc_hi_5417	NONE
hasoc_hi_5094	NONE
hasoc_hi_3383	NONE
hasoc_hi_4452	NONE
hasoc_hi_6679	NONE
hasoc_hi_3278	NONE
hasoc_hi_6827	NONE
hasoc_hi_2726	NONE
hasoc_hi_4774	NONE
hasoc_hi_6324	NONE
hasoc_hi_6470	NONE
hasoc_hi_2774	NONE
hasoc_hi_7460	NONE
hasoc_hi_3805	NONE
hasoc_hi_6392	NONE
hasoc_hi_4178	NONE
hasoc_hi_2871	NONE
hasoc_hi_2614	NONE
hasoc_hi_2337	NONE
hasoc_hi_173	NONE
hasoc_hi_7199	NONE
hasoc_hi_883	NONE
hasoc_hi_3492	NONE
hasoc_hi_6360	NONE
hasoc_hi_3161	NONE
hasoc_hi_1813	NONE
hasoc_hi_4819	NONE
hasoc_hi_5550	NONE
hasoc_hi_4447	NONE
hasoc_hi_3626	NONE
hasoc_hi_4626	NONE
hasoc_hi_3265	NONE
hasoc_hi_2875	NONE
hasoc_hi_589	NONE
hasoc_hi_7594	NONE
hasoc_hi_6525	NONE
hasoc_hi_3373	NONE
hasoc_hi_3271	NONE
hasoc_hi_7429	NONE
hasoc_hi_2415	NONE
hasoc_hi_4997	NONE
hasoc_hi_1933	NONE
hasoc_hi_1949	NONE
hasoc_hi_5313	NONE
hasoc_hi_602	NONE
hasoc_hi_363	NONE
hasoc_hi_3619	NONE
hasoc_hi_183	NONE
hasoc_hi_2809	NONE
hasoc_hi_1559	NONE
hasoc_hi_2643	NONE
hasoc_hi_3451	NONE
hasoc_hi_2416	NONE
hasoc_hi_583	NONE
hasoc_hi_5033	NONE
hasoc_hi_6617	NONE
hasoc_hi_5712	NONE
hasoc_hi_5602	NONE
hasoc_hi_846	NONE
hasoc_hi_4299	NONE
hasoc_hi_4589	NONE
hasoc_hi_7761	NONE
hasoc_hi_1936	NONE
hasoc_hi_782	NONE
hasoc_hi_5589	NONE
hasoc_hi_4788	NONE
hasoc_hi_3784	NONE
hasoc_hi_3607	NONE
hasoc_hi_4672	NONE
hasoc_hi_7176	NONE
hasoc_hi_2971	NONE
hasoc_hi_1701	NONE
hasoc_hi_4293	NONE
hasoc_hi_4473	NONE
hasoc_hi_6662	NONE
hasoc_hi_3559	NONE
hasoc_hi_5902	NONE
hasoc_hi_6660	NONE
hasoc_hi_4176	NONE
hasoc_hi_7167	NONE
hasoc_hi_223	NONE
hasoc_hi_868	NONE
hasoc_hi_1622	NONE
hasoc_hi_7070	NONE
hasoc_hi_4576	NONE
hasoc_hi_5153	NONE
hasoc_hi_1079	NONE
hasoc_hi_780	NONE
hasoc_hi_5855	NONE
hasoc_hi_6042	NONE
hasoc_hi_545	NONE
hasoc_hi_3127	NONE
hasoc_hi_319	NONE
hasoc_hi_2279	NONE
hasoc_hi_138	NONE
hasoc_hi_3239	NONE
hasoc_hi_2035	NONE
hasoc_hi_4065	NONE
hasoc_hi_2633	NONE
hasoc_hi_2550	NONE
hasoc_hi_1133	NONE
hasoc_hi_5541	NONE
hasoc_hi_4319	NONE
hasoc_hi_1105	NONE
hasoc_hi_708	NONE
hasoc_hi_2306	NONE
hasoc_hi_573	NONE
hasoc_hi_6677	NONE
hasoc_hi_7596	NONE
hasoc_hi_7117	NONE
hasoc_hi_680	NONE
hasoc_hi_5963	NONE
hasoc_hi_5952	NONE
hasoc_hi_1775	NONE
hasoc_hi_4768	NONE
hasoc_hi_3142	NONE
hasoc_hi_1391	NONE
hasoc_hi_2861	NONE
hasoc_hi_6191	NONE
hasoc_hi_1978	NONE
hasoc_hi_6420	NONE
hasoc_hi_7179	NONE
hasoc_hi_585	NONE
hasoc_hi_1604	NONE
hasoc_hi_1285	NONE
hasoc_hi_4758	NONE
hasoc_hi_6442	NONE
hasoc_hi_5940	NONE
hasoc_hi_2148	NONE
hasoc_hi_7106	NONE
hasoc_hi_7118	NONE
hasoc_hi_6879	NONE
hasoc_hi_16	NONE
hasoc_hi_4779	NONE
hasoc_hi_2800	NONE
hasoc_hi_594	NONE
hasoc_hi_1997	NONE
hasoc_hi_5876	NONE
hasoc_hi_3207	NONE
hasoc_hi_4439	NONE
hasoc_hi_6553	NONE
hasoc_hi_2023	NONE
hasoc_hi_1651	NONE
hasoc_hi_512	NONE
hasoc_hi_4288	NONE
hasoc_hi_4569	NONE
hasoc_hi_4399	NONE
hasoc_hi_6832	NONE
hasoc_hi_7418	NONE
hasoc_hi_4707	NONE
hasoc_hi_450	NONE
hasoc_hi_5438	NONE
hasoc_hi_6333	NONE
hasoc_hi_797	NONE
hasoc_hi_2115	NONE
hasoc_hi_6517	NONE
hasoc_hi_1928	NONE
hasoc_hi_5450	NONE
hasoc_hi_4858	NONE
hasoc_hi_158	NONE
hasoc_hi_4720	NONE
hasoc_hi_3156	NONE
hasoc_hi_7116	NONE
hasoc_hi_3425	NONE
hasoc_hi_2064	NONE
hasoc_hi_6595	NONE
hasoc_hi_1839	NONE
hasoc_hi_1253	NONE
hasoc_hi_2318	NONE
hasoc_hi_6164	NONE
hasoc_hi_6848	NONE
hasoc_hi_4507	NONE
hasoc_hi_1012	NONE
hasoc_hi_3749	NONE
hasoc_hi_2551	NONE
hasoc_hi_7780	NONE
hasoc_hi_4309	NONE
hasoc_hi_444	NONE
hasoc_hi_3596	NONE
hasoc_hi_5254	NONE
hasoc_hi_7000	NONE
hasoc_hi_352	NONE
hasoc_hi_1719	NONE
hasoc_hi_5063	NONE
hasoc_hi_1073	NONE
hasoc_hi_5774	NONE
hasoc_hi_3994	NONE
hasoc_hi_2548	NONE
hasoc_hi_4301	NONE
hasoc_hi_2295	NONE
hasoc_hi_3979	NONE
hasoc_hi_6997	NONE
hasoc_hi_1335	NONE
hasoc_hi_3687	NONE
hasoc_hi_5661	NONE
hasoc_hi_4427	NONE
hasoc_hi_1249	NONE
hasoc_hi_1938	NONE
hasoc_hi_388	NONE
hasoc_hi_7778	NONE
hasoc_hi_5390	NONE
hasoc_hi_6917	NONE
hasoc_hi_2240	NONE
hasoc_hi_2441	NONE
hasoc_hi_5861	NONE
hasoc_hi_3220	NONE
hasoc_hi_4957	NONE
hasoc_hi_394	NONE
hasoc_hi_7760	NONE
hasoc_hi_1354	NONE
hasoc_hi_5596	NONE
hasoc_hi_2973	NONE
hasoc_hi_4383	NONE
hasoc_hi_4925	NONE
hasoc_hi_1847	NONE
hasoc_hi_2534	NONE
hasoc_hi_7226	NONE
hasoc_hi_4713	NONE
hasoc_hi_2221	NONE
hasoc_hi_1833	NONE
hasoc_hi_7355	NONE
hasoc_hi_5439	NONE
hasoc_hi_6646	NONE
hasoc_hi_7430	NONE
hasoc_hi_22	NONE
hasoc_hi_6223	NONE
hasoc_hi_6321	NONE
hasoc_hi_4780	NONE
hasoc_hi_7327	NONE
hasoc_hi_774	NONE
hasoc_hi_2754	NONE
hasoc_hi_7152	NONE
hasoc_hi_1688	NONE
hasoc_hi_1428	NONE
hasoc_hi_2675	NONE
hasoc_hi_3963	NONE
hasoc_hi_5670	NONE
hasoc_hi_6361	NONE
hasoc_hi_421	NONE
hasoc_hi_5918	NONE
hasoc_hi_3752	NONE
hasoc_hi_4748	NONE
hasoc_hi_1427	NONE
hasoc_hi_894	NONE
hasoc_hi_6397	NONE
hasoc_hi_3988	NONE
hasoc_hi_2263	NONE
hasoc_hi_4812	NONE
hasoc_hi_7533	NONE
hasoc_hi_6533	NONE
hasoc_hi_2041	NONE
hasoc_hi_1436	NONE
hasoc_hi_1393	NONE
hasoc_hi_5513	NONE
hasoc_hi_3572	NONE
hasoc_hi_1183	NONE
hasoc_hi_7305	NONE
hasoc_hi_125	NONE
hasoc_hi_1793	NONE
hasoc_hi_2227	NONE
hasoc_hi_4889	NONE
hasoc_hi_6674	NONE
hasoc_hi_4914	NONE
hasoc_hi_1395	NONE
hasoc_hi_3624	NONE
hasoc_hi_3352	NONE
hasoc_hi_4242	NONE
hasoc_hi_2740	NONE
hasoc_hi_4058	NONE
hasoc_hi_4467	NONE
hasoc_hi_6039	NONE
hasoc_hi_916	NONE
hasoc_hi_4679	NONE
hasoc_hi_4216	NONE
hasoc_hi_4966	NONE
hasoc_hi_4009	NONE
hasoc_hi_7782	NONE
hasoc_hi_3095	NONE
hasoc_hi_6342	NONE
hasoc_hi_7458	NONE
hasoc_hi_6675	NONE
hasoc_hi_4967	NONE
hasoc_hi_776	NONE
hasoc_hi_6037	NONE
hasoc_hi_1733	NONE
hasoc_hi_227	NONE
hasoc_hi_6401	NONE
hasoc_hi_7566	NONE
hasoc_hi_6003	NONE
hasoc_hi_1524	NONE
hasoc_hi_5502	NONE
hasoc_hi_3224	NONE
hasoc_hi_1235	NONE
hasoc_hi_2785	NONE
hasoc_hi_5587	NONE
hasoc_hi_3567	NONE
hasoc_hi_2105	NONE
hasoc_hi_5845	NONE
hasoc_hi_3392	NONE
hasoc_hi_7494	NONE
hasoc_hi_7220	NONE
hasoc_hi_1219	NONE
hasoc_hi_4524	NONE
hasoc_hi_1606	NONE
hasoc_hi_3365	NONE
hasoc_hi_2424	NONE
hasoc_hi_6012	NONE
hasoc_hi_3867	NONE
hasoc_hi_1628	NONE
hasoc_hi_5076	NONE
hasoc_hi_611	NONE
hasoc_hi_821	NONE
hasoc_hi_272	NONE
hasoc_hi_1507	NONE
hasoc_hi_247	NONE
hasoc_hi_2755	NONE
hasoc_hi_730	NONE
hasoc_hi_6712	NONE
hasoc_hi_5443	NONE
hasoc_hi_1811	NONE
hasoc_hi_4183	NONE
hasoc_hi_7638	NONE
hasoc_hi_2603	NONE
hasoc_hi_1867	NONE
hasoc_hi_1804	NONE
hasoc_hi_431	NONE
hasoc_hi_5547	NONE
hasoc_hi_2345	NONE
hasoc_hi_5782	NONE
hasoc_hi_7417	NONE
hasoc_hi_1883	NONE
hasoc_hi_234	NONE
hasoc_hi_5545	NONE
hasoc_hi_410	NONE
hasoc_hi_3775	NONE
hasoc_hi_65	NONE
hasoc_hi_7272	NONE
hasoc_hi_7333	NONE
hasoc_hi_1570	NONE
hasoc_hi_4395	NONE
hasoc_hi_6521	NONE
hasoc_hi_3608	NONE
hasoc_hi_6770	NONE
hasoc_hi_2343	NONE
hasoc_hi_5738	NONE
hasoc_hi_1160	NONE
hasoc_hi_4638	NONE
hasoc_hi_1605	NONE
hasoc_hi_2212	NONE
hasoc_hi_5956	NONE
hasoc_hi_293	NONE
hasoc_hi_7389	NONE
hasoc_hi_2225	NONE
hasoc_hi_1450	NONE
hasoc_hi_2114	NONE
hasoc_hi_625	NONE
hasoc_hi_2508	NONE
hasoc_hi_1316	NONE
hasoc_hi_6495	NONE
hasoc_hi_4683	NONE
hasoc_hi_3500	NONE
hasoc_hi_6074	NONE
hasoc_hi_6987	NONE
hasoc_hi_2887	NONE
hasoc_hi_1786	NONE
hasoc_hi_1994	NONE
hasoc_hi_324	NONE
hasoc_hi_3323	NONE
hasoc_hi_2141	NONE
hasoc_hi_4221	NONE
hasoc_hi_7727	NONE
hasoc_hi_4675	NONE
hasoc_hi_5893	NONE
hasoc_hi_4736	NONE
hasoc_hi_1664	NONE
hasoc_hi_1898	NONE
hasoc_hi_7315	NONE
hasoc_hi_7280	NONE
hasoc_hi_2156	NONE
hasoc_hi_482	NONE
hasoc_hi_2186	NONE
hasoc_hi_1764	NONE
hasoc_hi_6552	NONE
hasoc_hi_1591	NONE
hasoc_hi_6497	NONE
hasoc_hi_857	NONE
hasoc_hi_590	NONE
hasoc_hi_498	NONE
hasoc_hi_2009	NONE
hasoc_hi_6867	NONE
hasoc_hi_5720	NONE
hasoc_hi_228	NONE
hasoc_hi_6221	NONE
hasoc_hi_349	NONE
hasoc_hi_2901	NONE
hasoc_hi_648	NONE
hasoc_hi_2588	NONE
hasoc_hi_4792	NONE
hasoc_hi_5504	NONE
hasoc_hi_4933	NONE
hasoc_hi_536	NONE
hasoc_hi_3923	NONE
hasoc_hi_6871	NONE
hasoc_hi_3107	NONE
hasoc_hi_4522	NONE
hasoc_hi_6162	NONE
hasoc_hi_5549	NONE
hasoc_hi_6198	NONE
hasoc_hi_5792	NONE
hasoc_hi_3727	NONE
hasoc_hi_385	NONE
hasoc_hi_6453	NONE
hasoc_hi_1906	NONE
hasoc_hi_4285	NONE
hasoc_hi_5620	NONE
hasoc_hi_4361	NONE
hasoc_hi_811	NONE
hasoc_hi_6567	NONE
hasoc_hi_2047	NONE
hasoc_hi_1480	NONE
hasoc_hi_1681	NONE
hasoc_hi_2646	NONE
hasoc_hi_5340	NONE
hasoc_hi_5507	NONE
hasoc_hi_7182	NONE
hasoc_hi_3504	NONE
hasoc_hi_5321	NONE
hasoc_hi_1734	NONE
hasoc_hi_2117	NONE
hasoc_hi_2561	NONE
hasoc_hi_4970	NONE
hasoc_hi_5474	NONE
hasoc_hi_1173	NONE
hasoc_hi_5747	NONE
hasoc_hi_7016	NONE
hasoc_hi_5320	NONE
hasoc_hi_4079	NONE
hasoc_hi_1765	NONE
hasoc_hi_4899	NONE
hasoc_hi_682	NONE
hasoc_hi_6157	NONE
hasoc_hi_2224	NONE
hasoc_hi_687	NONE
hasoc_hi_6548	NONE
hasoc_hi_5198	NONE
hasoc_hi_5798	NONE
hasoc_hi_3697	NONE
hasoc_hi_7375	NONE
hasoc_hi_1211	NONE
hasoc_hi_1176	NONE
hasoc_hi_1560	NONE
hasoc_hi_3538	NONE
hasoc_hi_1549	NONE
hasoc_hi_6730	NONE
hasoc_hi_3151	NONE
hasoc_hi_6334	NONE
hasoc_hi_2451	NONE
hasoc_hi_4547	NONE
hasoc_hi_6633	NONE
hasoc_hi_3377	NONE
hasoc_hi_2370	NONE
hasoc_hi_2132	NONE
hasoc_hi_3172	NONE
hasoc_hi_6983	NONE
hasoc_hi_2446	NONE
hasoc_hi_5065	NONE
hasoc_hi_1377	NONE
hasoc_hi_6408	NONE
hasoc_hi_2443	NONE
hasoc_hi_5935	NONE
hasoc_hi_3244	NONE
hasoc_hi_7265	NONE
hasoc_hi_7200	NONE
hasoc_hi_7203	NONE
hasoc_hi_5671	NONE
hasoc_hi_5244	NONE
hasoc_hi_1695	NONE
hasoc_hi_2040	NONE
hasoc_hi_718	NONE
hasoc_hi_4018	NONE
hasoc_hi_1382	NONE
hasoc_hi_5786	NONE
hasoc_hi_1065	NONE
hasoc_hi_5867	NONE
hasoc_hi_1818	NONE
hasoc_hi_2751	NONE
hasoc_hi_2510	NONE
hasoc_hi_766	NONE
hasoc_hi_3767	NONE
hasoc_hi_3231	NONE
hasoc_hi_5611	NONE
hasoc_hi_5644	NONE
hasoc_hi_6430	NONE
hasoc_hi_6884	NONE
hasoc_hi_4557	NONE
hasoc_hi_7202	NONE
hasoc_hi_1595	NONE
hasoc_hi_2289	NONE
hasoc_hi_2476	NONE
hasoc_hi_5742	NONE
hasoc_hi_5917	NONE
hasoc_hi_6608	NONE
hasoc_hi_5082	NONE
hasoc_hi_1415	NONE
hasoc_hi_337	NONE
hasoc_hi_73	NONE
hasoc_hi_7205	NONE
hasoc_hi_5154	NONE
hasoc_hi_4996	NONE
hasoc_hi_4560	NONE
hasoc_hi_7558	NONE
hasoc_hi_1988	NONE
hasoc_hi_5208	NONE
hasoc_hi_1106	NONE
hasoc_hi_5028	NONE
hasoc_hi_7140	NONE
hasoc_hi_987	NONE
hasoc_hi_3358	NONE
hasoc_hi_4887	NONE
hasoc_hi_7698	NONE
hasoc_hi_4937	NONE
hasoc_hi_2804	NONE
hasoc_hi_5803	NONE
hasoc_hi_769	NONE
hasoc_hi_2519	NONE
